0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	5	0	0	2	5	0	0	0	3	0	0	0	3	0	0	0	0	0	0	7	0	4	0	3	0	2	0	2	0	0	0	7	0	0	0	0	0	7	3	0	0	0	9	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	6	0	0	0	0	0	5	0	10	6	0	0	0	2	0	7	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	6	0	2	5	0	0	0	0	0	0	10	9	0	0	9	0	8	0	0	0	0	0	0	5	4	0	0	0	0	18	3	3	0	0	0	0	0	10	0	0	0	9	0	0	0	0	0	17	3	0	0	0	6	0	19	0	14	12	0	0	3	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	7	0	2	3	0	0	6	2	0	9	0	24	9	0	0	0	0	0	8	0	0	0	3	33	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	2	13	0	0	2	0	0	0	0	9	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	2	0	0	4	0	4	0	6	0	0	6	0	2	0	2	0	0	0	0	8	0	3	0	2	0	0	0	3	0	0	0	4	0	0	3	2	0	5	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	7	0	0	4	0	0	0	3	7	6	0	0	0	0	0	5	2	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	6	0	2	2	2	0	2	3	9	0	3	6	0	0	0	62	2	0	2	19	14	57	2	3	0	10	2	17	5	4	0	2	0	0	100	0	12	0	2	0	2	0	43	0	4	0	32	3	0	0	0	0	75	20	0	0	0	23	0	87	0	46	15	0	2	2	4	0	0	2	5	0	0	8	4	2	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	75	72	0	23	36	2	0	25	25	4	17	6	147	75	0	3	16	2	2	80	0	0	0	0	157	0	6	0	0	0	0	0	34	0	0	0	0	0	2	0	0	0	0	8	5	30	0	4	2	8	0	0	0	6	0	0	8	0	5
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	3	0	0	2	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	2	0	0	0	4	0	0	2	0	0	5	2	0	0	0	4	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	3	9	4	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	2	0	0	0	3	0	2	0	2	0	0	0	0	5	4	8	0	2	0	0	0	3	0	0	0	7	0	0	0	0	0	4	0	0	0	0	3	0	4	0	2	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	3	0	0	0	0	0	6	2	7	3	0	0	0	0	0	3	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0
0	2	5	0	0	0	2	9	0	0	0	0	0	0	0	0	3	23	3	0	3	4	8	13	5	0	0	4	0	9	3	5	0	0	0	0	36	0	5	0	2	0	0	0	19	0	2	0	12	0	3	2	0	3	23	13	2	0	0	13	0	25	0	7	6	0	0	0	3	2	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	28	27	0	5	8	2	0	6	4	2	6	5	42	26	0	0	3	0	0	27	0	0	0	3	44	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	4	3	11	0	0	0	0	0	0	0	3	0	0	7	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	4	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	2	0	0	2	0	0	5	0	5	2	0	0	0	2	0	5	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	3	0	0	0	3	0	3	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
